ts,config,write_id,key,true_class,predicted_class,action,is_false,version_read,version_at_commit,classify_ms,escalated
194,warden,194,magnitude::the_budget::7,duplicate,duplicate,drop,False,4,4,0.0754999928176403,False
195,warden,195,ship_date::the_Q3_roadmap_review::36,duplicate,contradiction,blocked,False,1,1,0.17699995078146458,False
196,warden,196,magnitude::the_infra_budget::25,refinement,refinement,merge,False,1,2,0.0990999978967011,False
197,warden,197,ship_date::the_onboarding_revamp::21,refinement,refinement,merge,False,3,4,0.1018000184558332,False
198,warden,198,magnitude::the_storage_quota::31,refinement,refinement,merge,False,1,2,0.14070002362132072,False
199,warden,199,magnitude::the_infra_budget::34,update,duplicate,drop,False,1,1,0.11690001701936126,False
200,warden,200,ship_date::the_onboarding_revamp::21,refinement,refinement,merge,True,4,5,0.1145999995060265,False
201,warden,201,ship_date::the_API_migration::0,update,update,apply,False,3,4,1043.7679000315256,True
202,warden,202,ship_date::the_onboarding_revamp::21,duplicate,duplicate,drop,False,5,5,0.14650000957772136,False
203,warden,203,ship_date::the_partner_integration::39,refinement,refinement,merge,False,2,3,0.10569998994469643,False
204,warden,204,ship_date::the_data_migration::30,update,contradiction,blocked,False,2,2,0.08150003850460052,False
205,warden,205,status::the_offline_mode::2,refinement,refinement,merge,False,1,2,0.09509996743872762,False
206,warden,206,status::the_export_tool::17,update,duplicate,drop,False,1,1,0.07950002327561378,False
207,warden,207,status::the_dark_mode_rollout::29,update,contradiction,blocked,False,2,2,0.12199999764561653,False
208,warden,208,status::the_offline_mode::23,update,contradiction,blocked,True,1,1,0.11520000407472253,False
209,warden,209,magnitude::the_infra_budget::34,update,update,apply,False,1,2,3149.2266000132076,True
210,warden,210,status::the_dark_mode_rollout::14,duplicate,duplicate,drop,False,2,2,0.14409999130293727,False
211,warden,211,magnitude::the_budget::13,contradiction,contradiction,blocked,True,2,2,14337.82820001943,True
212,warden,212,magnitude::the_storage_quota::19,update,contradiction,blocked,True,1,1,0.16739999409765005,False
213,warden,213,magnitude::the_storage_quota::37,update,contradiction,blocked,False,4,4,0.12430001515895128,False
214,warden,214,status::the_audit_log_feature::26,duplicate,duplicate,drop,False,1,1,0.12469995999708772,False
215,warden,215,status::the_offline_mode::35,duplicate,duplicate,drop,False,1,1,0.12509996304288507,False
216,warden,216,status::the_dark_mode_rollout::14,update,duplicate,drop,False,2,2,0.10130001464858651,False
217,warden,217,ship_date::the_onboarding_revamp::21,contradiction,update,apply,True,5,6,28866.519299976062,True
218,warden,218,status::the_offline_mode::38,refinement,duplicate,drop,False,1,1,0.2649999805726111,False
219,warden,219,status::the_dark_mode_rollout::20,refinement,refinement,merge,False,1,2,0.15249999705702066,False
220,warden,220,magnitude::the_storage_quota::31,duplicate,duplicate,drop,False,2,2,0.22200000239536166,False
221,warden,221,ship_date::the_data_migration::30,duplicate,duplicate,drop,False,2,2,0.09889999637380242,False
222,warden,222,magnitude::the_headcount_plan::16,update,contradiction,blocked,False,2,2,0.13010000111535192,False
223,warden,223,status::the_export_tool::17,duplicate,contradiction,blocked,False,1,1,0.16300001880154014,False
224,warden,224,magnitude::the_infra_budget::25,refinement,contradiction,blocked,False,2,2,0.10130001464858651,False
225,warden,225,status::the_audit_log_feature::26,refinement,refinement,merge,False,1,2,0.11670001549646258,False
226,warden,226,status::the_dark_mode_rollout::32,update,duplicate,drop,False,1,1,0.1259999698959291,False
227,warden,227,magnitude::the_storage_quota::19,update,contradiction,blocked,False,1,1,0.07129996083676815,False
228,warden,228,status::the_dark_mode_rollout::32,duplicate,duplicate,drop,False,1,1,0.12529996456578374,False
229,warden,229,status::the_offline_mode::38,contradiction,contradiction,blocked,True,1,1,0.08139997953549027,False
230,warden,230,status::the_dark_mode_rollout::20,refinement,duplicate,drop,False,2,2,0.08390005677938461,False
231,warden,231,magnitude::the_marketing_spend::4,refinement,refinement,merge,False,2,3,0.06639998173341155,False
232,warden,232,status::the_referral_program::11,contradiction,contradiction,blocked,True,1,1,0.09129999671131372,False
233,warden,233,ship_date::the_data_migration::33,update,contradiction,blocked,False,3,3,0.10150001617148519,False
234,warden,234,status::the_offline_mode::38,update,contradiction,blocked,False,1,1,0.10309997014701366,False
235,warden,235,ship_date::the_partner_integration::15,duplicate,duplicate,drop,False,2,2,0.07670000195503235,False
236,warden,236,status::the_dark_mode_rollout::32,duplicate,duplicate,drop,False,1,1,0.12749998131766915,False
237,warden,237,status::Feature_X::8,contradiction,contradiction,blocked,True,1,1,0.06320001557469368,False
238,warden,238,status::the_export_tool::17,refinement,refinement,merge,False,1,2,0.1330000231973827,False
239,warden,239,status::Feature_X::8,update,contradiction,blocked,False,1,1,0.10130001464858651,False
240,warden,240,status::the_dark_mode_rollout::20,update,contradiction,blocked,False,2,2,0.1411999692209065,False
241,warden,241,magnitude::the_infra_budget::34,update,contradiction,blocked,False,2,2,0.10570004815235734,False
242,warden,242,status::the_offline_mode::38,duplicate,duplicate,drop,False,1,1,0.07619999814778566,False
243,warden,243,ship_date::the_vendor_contract_renewal::9,refinement,refinement,merge,False,1,2,0.10390003444626927,False
244,warden,244,ship_date::the_Q3_roadmap_review::36,duplicate,contradiction,blocked,False,1,1,0.12719997903332114,False
245,warden,245,status::the_offline_mode::2,duplicate,duplicate,drop,False,2,2,0.05370000144466758,False
246,warden,246,magnitude::the_storage_quota::19,duplicate,duplicate,drop,False,1,1,0.06029999349266291,False
247,warden,247,status::the_referral_program::11,contradiction,contradiction,blocked,True,1,1,0.08949998300522566,False
248,warden,248,magnitude::the_infra_budget::34,duplicate,duplicate,drop,False,2,2,0.04859996261075139,False
249,warden,249,status::Feature_X::8,update,contradiction,blocked,False,1,1,0.12089998926967382,False
250,warden,250,ship_date::the_onboarding_revamp::3,duplicate,duplicate,drop,False,2,2,0.0684000551700592,False
251,warden,251,ship_date::the_vendor_contract_renewal::9,update,contradiction,blocked,False,2,2,0.11500000255182385,False
252,warden,252,magnitude::the_infra_budget::34,refinement,refinement,merge,False,2,3,0.07950002327561378,False
253,warden,253,status::the_dark_mode_rollout::32,refinement,refinement,merge,False,1,2,0.16140000661835074,False
254,warden,254,status::the_dark_mode_rollout::29,refinement,duplicate,drop,False,2,2,0.11309998808428645,False
255,warden,255,status::the_dark_mode_rollout::20,refinement,duplicate,drop,False,2,2,0.15759997768327594,False
256,warden,256,ship_date::the_data_migration::30,refinement,refinement,merge,True,2,3,0.09039998985826969,False
257,warden,257,magnitude::the_headcount_plan::16,refinement,duplicate,drop,False,2,2,0.1047999830916524,False
258,warden,258,status::the_dark_mode_rollout::32,duplicate,duplicate,drop,False,2,2,0.12310000602155924,False
259,warden,259,status::the_dark_mode_rollout::5,duplicate,duplicate,drop,False,2,2,0.07040001219138503,False
260,warden,260,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,5,6,0.08619995787739754,False
261,warden,261,ship_date::the_partner_integration::15,update,contradiction,blocked,False,2,2,0.07810001261532307,False
262,warden,262,magnitude::the_support_queue::10,duplicate,duplicate,drop,False,3,3,0.06370001938194036,False
263,warden,263,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,6,7,0.1002000062726438,False
264,warden,264,status::the_offline_mode::23,refinement,refinement,merge,False,1,2,0.08329999400302768,False
265,warden,265,magnitude::the_headcount_plan::28,contradiction,contradiction,blocked,True,2,2,0.09740004315972328,False
266,warden,266,status::the_dark_mode_rollout::5,update,duplicate,drop,False,2,2,0.08819997310638428,False
267,warden,267,ship_date::the_beta_rollout::12,duplicate,duplicate,drop,False,3,3,0.07349997758865356,False
268,warden,268,status::the_dark_mode_rollout::5,duplicate,contradiction,blocked,False,2,2,0.1023999648168683,False
269,warden,269,ship_date::the_partner_integration::39,refinement,refinement,merge,False,3,4,0.09089999366551638,False
270,warden,270,magnitude::the_budget::13,duplicate,duplicate,drop,False,2,2,0.11449999874457717,False
271,warden,271,ship_date::the_beta_rollout::12,update,contradiction,blocked,False,3,3,0.07239996921271086,False
272,warden,272,ship_date::the_vendor_contract_renewal::9,duplicate,contradiction,blocked,False,2,2,0.116499955765903,False
273,warden,273,status::the_export_tool::17,update,contradiction,blocked,False,2,2,0.11419999646022916,False
274,warden,274,ship_date::the_API_migration::0,refinement,refinement,merge,False,4,5,0.19049999536946416,False
275,warden,275,status::the_export_tool::17,refinement,duplicate,drop,False,2,2,0.11530000483617187,False
276,warden,276,status::Feature_X::8,refinement,duplicate,drop,False,1,1,0.11869997251778841,False
277,warden,277,status::the_dark_mode_rollout::14,duplicate,contradiction,blocked,False,2,2,0.12340000830590725,False
278,warden,278,status::the_dark_mode_rollout::29,contradiction,contradiction,blocked,True,2,2,0.09809999028220773,False
279,warden,279,magnitude::the_storage_quota::37,refinement,refinement,merge,True,4,5,0.1827000523917377,False
280,warden,280,status::the_dark_mode_rollout::20,update,duplicate,drop,False,2,2,0.1330000231973827,False
281,warden,281,status::the_dark_mode_rollout::5,contradiction,duplicate,drop,True,2,2,0.10190001921728253,False
282,warden,282,magnitude::the_storage_quota::22,refinement,refinement,merge,False,3,4,0.08460000390186906,False
283,warden,283,ship_date::the_data_migration::33,update,contradiction,blocked,False,3,3,0.08999998681247234,False
284,warden,284,status::the_dark_mode_rollout::5,duplicate,contradiction,blocked,False,2,2,0.1482000225223601,False
285,warden,285,magnitude::the_marketing_spend::4,refinement,refinement,merge,False,3,4,0.0654000323265791,False
286,warden,286,ship_date::the_partner_integration::6,refinement,refinement,merge,False,2,3,0.09429996134713292,False
287,warden,287,ship_date::the_Q3_roadmap_review::36,update,update,apply,False,1,2,1584.4182000146247,True
288,warden,288,magnitude::the_budget::1,refinement,duplicate,drop,False,1,1,0.3033000393770635,False
289,warden,289,magnitude::the_budget::1,refinement,contradiction,blocked,False,1,1,0.21220004418864846,False
290,warden,290,magnitude::the_infra_budget::34,duplicate,duplicate,drop,False,3,3,0.10880001354962587,False
291,warden,291,magnitude::the_budget::1,contradiction,update,apply,True,1,2,1016.2149000097997,True
292,warden,292,magnitude::the_marketing_spend::4,update,contradiction,blocked,False,4,4,0.1194999786093831,False
293,warden,293,ship_date::the_onboarding_revamp::21,duplicate,duplicate,drop,False,6,6,0.15929999062791467,False
294,warden,294,magnitude::the_storage_quota::19,update,contradiction,blocked,False,1,1,0.07339997682720423,False
295,warden,295,status::the_dark_mode_rollout::29,refinement,refinement,merge,False,2,3,0.1262999721802771,False
296,warden,296,status::the_dark_mode_rollout::32,refinement,refinement,merge,False,2,3,0.16300001880154014,False
297,warden,297,status::the_offline_mode::2,refinement,duplicate,drop,False,2,2,0.07979996735230088,False
298,warden,298,magnitude::the_headcount_plan::28,refinement,refinement,merge,False,2,3,0.16639998648315668,False
299,warden,299,ship_date::the_data_migration::30,duplicate,duplicate,drop,False,3,3,0.08679996244609356,False
300,warden,300,ship_date::the_data_migration::30,refinement,refinement,merge,False,3,4,0.08899997919797897,False
301,warden,301,magnitude::the_budget::13,refinement,contradiction,blocked,False,2,2,0.8273999555967748,False
302,warden,302,status::the_dark_mode_rollout::29,duplicate,duplicate,drop,False,3,3,0.12169999536126852,False
303,warden,303,ship_date::the_vendor_contract_renewal::18,update,update,apply,False,1,2,11175.247000006493,True
304,warden,304,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,7,8,0.2364999963901937,False
305,warden,305,magnitude::the_storage_quota::22,refinement,refinement,merge,False,4,5,0.30690000858157873,False
306,warden,306,ship_date::the_data_migration::33,refinement,refinement,merge,False,3,4,0.11610001092776656,False
307,warden,307,magnitude::the_budget::13,refinement,refinement,merge,False,2,3,0.1275999820791185,False
308,warden,308,status::the_dark_mode_rollout::29,refinement,duplicate,drop,False,3,3,0.12779998360201716,False
309,warden,309,ship_date::the_partner_integration::6,duplicate,duplicate,drop,False,3,3,0.08780002826824784,False
310,warden,310,status::the_audit_log_feature::26,update,contradiction,blocked,False,2,2,0.09899999713525176,False
311,warden,311,ship_date::the_beta_rollout::12,duplicate,duplicate,drop,False,3,3,0.06210000719875097,False
312,warden,312,magnitude::the_support_queue::10,duplicate,duplicate,drop,False,3,3,0.06900000153109431,False
313,warden,313,status::the_offline_mode::23,refinement,duplicate,drop,True,2,2,0.08520000847056508,False
314,warden,314,status::the_offline_mode::2,duplicate,duplicate,drop,False,2,2,0.14670001110062003,False
315,warden,315,status::the_offline_mode::35,duplicate,duplicate,drop,False,1,1,0.11189997894689441,False
316,warden,316,magnitude::the_headcount_plan::28,duplicate,update,apply,False,3,4,1544.929800031241,True
317,warden,317,status::the_offline_mode::2,refinement,refinement,merge,False,2,3,0.15219999477267265,False
318,warden,318,status::the_dark_mode_rollout::29,contradiction,update,apply,True,3,4,1198.9297000109218,True
319,warden,319,status::the_dark_mode_rollout::32,update,contradiction,blocked,False,3,3,0.24780002422630787,False
320,warden,320,ship_date::the_beta_rollout::12,duplicate,duplicate,drop,False,3,3,0.11200003791600466,False
321,warden,321,ship_date::the_data_migration::30,update,contradiction,blocked,True,4,4,0.26439997600391507,False
322,warden,322,magnitude::the_marketing_spend::4,duplicate,duplicate,drop,False,4,4,0.08079997496679425,False
323,warden,323,ship_date::the_API_migration::0,duplicate,duplicate,drop,False,5,5,0.16980001237243414,False
324,warden,324,status::the_offline_mode::2,duplicate,duplicate,drop,False,3,3,0.08889997843652964,False
325,warden,325,magnitude::the_headcount_plan::16,refinement,duplicate,drop,True,2,2,0.1297999988310039,False
326,warden,326,magnitude::the_support_queue::10,update,contradiction,blocked,False,3,3,0.10740000288933516,False
327,warden,327,ship_date::the_partner_integration::15,refinement,refinement,merge,False,2,3,0.08339999476447701,False
328,warden,328,magnitude::the_storage_quota::22,duplicate,duplicate,drop,False,5,5,0.0790000194683671,False
329,warden,329,magnitude::the_infra_budget::25,duplicate,duplicate,drop,False,2,2,0.05809997674077749,False
330,warden,330,ship_date::the_partner_integration::15,refinement,contradiction,blocked,True,3,3,0.10539998766034842,False
331,warden,331,status::the_dark_mode_rollout::5,refinement,refinement,merge,False,2,3,0.12909999350085855,False
332,warden,332,magnitude::the_support_queue::10,update,contradiction,blocked,False,3,3,0.12410001363605261,False
333,warden,333,ship_date::the_onboarding_revamp::21,duplicate,duplicate,drop,False,6,6,0.08889997843652964,False
334,warden,334,magnitude::the_support_queue::10,refinement,contradiction,blocked,False,3,3,0.13080000644549727,False
335,warden,335,magnitude::the_marketing_spend::4,duplicate,duplicate,drop,False,4,4,0.11680001625791192,False
336,warden,336,status::Feature_X::8,update,contradiction,blocked,False,1,1,0.12059998698532581,False
337,warden,337,ship_date::the_data_migration::33,refinement,refinement,merge,False,4,5,0.10609999299049377,False
338,warden,338,ship_date::the_data_migration::30,update,contradiction,blocked,False,4,4,0.11070002801716328,False
339,warden,339,status::the_dark_mode_rollout::20,update,duplicate,drop,False,2,2,0.12059998698532581,False
340,warden,340,status::Feature_X::8,refinement,contradiction,blocked,True,1,1,0.1740000443533063,False
341,warden,341,magnitude::the_storage_quota::31,refinement,refinement,merge,False,2,3,0.11610001092776656,False
342,warden,342,ship_date::the_onboarding_revamp::21,update,contradiction,blocked,False,6,6,0.1020999625325203,False
343,warden,343,magnitude::the_storage_quota::37,duplicate,duplicate,drop,False,5,5,0.1539999502710998,False
344,warden,344,magnitude::the_headcount_plan::16,duplicate,duplicate,drop,False,2,2,1.269000000320375,False
345,warden,345,ship_date::the_beta_rollout::24,duplicate,duplicate,drop,False,4,4,0.1705000177025795,False
346,warden,346,magnitude::the_storage_quota::19,contradiction,contradiction,blocked,True,1,1,0.09490002412348986,False
347,warden,347,ship_date::the_Q3_roadmap_review::36,update,update,apply,False,2,3,43952.465200040024,True
348,warden,348,magnitude::the_budget::1,refinement,contradiction,blocked,False,2,2,0.1742999884299934,False
349,warden,349,status::the_dark_mode_rollout::29,update,contradiction,blocked,False,4,4,0.1647999742999673,False
350,warden,350,ship_date::the_data_migration::30,duplicate,duplicate,drop,False,4,4,0.15869998605921865,False
351,warden,351,magnitude::the_support_queue::10,update,contradiction,blocked,False,3,3,0.11119997361674905,False
352,warden,352,ship_date::the_data_migration::30,contradiction,contradiction,blocked,True,4,4,0.10760000441223383,False
353,warden,353,ship_date::the_API_migration::0,duplicate,duplicate,drop,False,5,5,0.1626000157557428,False
354,warden,354,magnitude::the_storage_quota::19,update,contradiction,blocked,False,1,1,0.09590003173798323,False
355,warden,355,status::the_offline_mode::38,duplicate,duplicate,drop,False,1,1,0.08059997344389558,False
356,warden,356,ship_date::the_vendor_contract_renewal::9,duplicate,duplicate,drop,False,2,2,0.12449995847418904,False
357,warden,357,ship_date::the_API_migration::0,refinement,refinement,merge,False,5,6,0.16459997277706861,False
358,warden,358,status::the_dark_mode_rollout::14,duplicate,contradiction,blocked,False,2,2,0.13200001558288932,False
359,warden,359,magnitude::the_headcount_plan::28,update,contradiction,blocked,False,4,4,0.14670001110062003,False
360,warden,360,status::the_export_tool::17,refinement,refinement,merge,False,2,3,0.12350000906735659,False
361,warden,361,magnitude::the_storage_quota::19,refinement,refinement,merge,False,1,2,0.09869999485090375,False
362,warden,362,status::the_audit_log_feature::26,update,contradiction,blocked,False,2,2,0.11729996185749769,False
363,warden,363,magnitude::the_support_queue::10,contradiction,contradiction,blocked,True,3,3,0.06549997488036752,False
364,warden,364,magnitude::the_budget::1,update,contradiction,blocked,False,2,2,0.07499998901039362,False
365,warden,365,magnitude::the_infra_budget::25,duplicate,duplicate,drop,False,2,2,0.05150004290044308,False
366,warden,366,status::the_dark_mode_rollout::20,duplicate,duplicate,drop,False,2,2,0.11319998884573579,False
367,warden,367,ship_date::the_partner_integration::6,duplicate,duplicate,drop,False,3,3,0.11619995348155499,False
368,warden,368,status::Feature_X::8,duplicate,duplicate,drop,False,1,1,0.11690001701936126,False
369,warden,369,magnitude::the_infra_budget::34,update,contradiction,blocked,False,3,3,0.05870003951713443,False
370,warden,370,magnitude::the_infra_budget::34,refinement,refinement,merge,False,3,4,0.08339999476447701,False
371,warden,371,magnitude::the_headcount_plan::16,refinement,refinement,merge,False,2,3,0.1181000261567533,False
372,warden,372,ship_date::the_partner_integration::15,contradiction,contradiction,blocked,True,3,3,0.08550001075491309,False
373,warden,373,status::the_offline_mode::2,refinement,refinement,merge,False,3,4,0.08900003740563989,False
374,warden,374,magnitude::the_storage_quota::19,update,contradiction,blocked,False,2,2,0.11099997209385037,False
375,warden,375,status::Feature_X::8,update,contradiction,blocked,False,1,1,0.1039999770000577,False
376,warden,376,magnitude::the_storage_quota::31,refinement,refinement,merge,False,3,4,0.12610002886503935,False
377,warden,377,status::the_offline_mode::2,update,contradiction,blocked,False,4,4,0.11939997784793377,False
378,warden,378,status::the_offline_mode::35,refinement,duplicate,drop,False,1,1,0.13240001862868667,False
379,warden,379,magnitude::the_infra_budget::34,refinement,refinement,merge,False,4,5,0.08319999324157834,False
380,warden,380,status::the_dark_mode_rollout::32,contradiction,contradiction,blocked,True,3,3,0.10010000551119447,False
381,warden,381,ship_date::the_partner_integration::39,duplicate,duplicate,drop,False,4,4,0.07639999967068434,False
382,warden,382,magnitude::the_storage_quota::22,refinement,refinement,merge,False,5,6,0.09689998114481568,False
383,warden,383,ship_date::the_API_migration::0,refinement,refinement,merge,False,6,7,0.2001000102609396,False
384,warden,384,ship_date::the_partner_integration::39,refinement,refinement,merge,False,4,5,0.0990999978967011,False
385,warden,385,ship_date::the_partner_integration::15,refinement,refinement,merge,False,3,4,0.08299999171867967,False
386,warden,386,magnitude::the_budget::1,refinement,refinement,merge,False,2,3,0.08709996473044157,False
387,warden,387,magnitude::the_storage_quota::31,duplicate,duplicate,drop,False,4,4,0.09370001498609781,False
388,warden,388,ship_date::the_data_migration::30,update,contradiction,blocked,False,4,4,0.14259997988119721,False
389,warden,389,ship_date::the_beta_rollout::12,refinement,refinement,merge,False,3,4,0.0858000130392611,False
390,warden,390,ship_date::the_partner_integration::6,refinement,refinement,merge,False,3,4,0.10389997623860836,False
391,warden,391,status::the_dark_mode_rollout::29,refinement,duplicate,drop,False,4,4,0.17559999832883477,False
392,warden,392,ship_date::the_partner_integration::6,update,contradiction,blocked,False,4,4,0.07799995364621282,False
393,warden,393,ship_date::the_API_migration::0,refinement,refinement,merge,False,7,8,0.20030001178383827,False
394,warden,394,ship_date::the_onboarding_revamp::21,duplicate,duplicate,drop,False,6,6,0.1094000181183219,False
395,warden,395,status::the_dark_mode_rollout::29,update,contradiction,blocked,False,4,4,0.14700001338496804,False
396,warden,396,ship_date::the_partner_integration::6,duplicate,duplicate,drop,False,4,4,0.07070001447573304,False
397,warden,397,ship_date::the_beta_rollout::12,update,contradiction,blocked,False,4,4,0.07050001295283437,False
398,warden,398,ship_date::the_onboarding_revamp::21,contradiction,contradiction,blocked,True,6,6,0.0879999715834856,False
399,warden,399,status::the_dark_mode_rollout::5,duplicate,contradiction,blocked,False,3,3,0.10520004434511065,False
400,warden,400,ship_date::the_vendor_contract_renewal::9,refinement,refinement,merge,False,2,3,0.1330000231973827,False
401,warden,401,ship_date::the_partner_integration::6,contradiction,contradiction,blocked,True,4,4,0.07740000728517771,False
402,warden,402,ship_date::the_onboarding_revamp::27,update,update,apply,False,8,9,8870.794799993746,True
403,warden,403,status::the_dark_mode_rollout::29,duplicate,duplicate,drop,False,4,4,0.2730999840423465,False
404,warden,404,magnitude::the_marketing_spend::4,refinement,refinement,merge,False,4,5,0.6958000012673438,False
405,warden,405,ship_date::the_data_migration::30,duplicate,duplicate,drop,False,4,4,0.32619998091831803,False
406,warden,406,ship_date::the_partner_integration::6,refinement,refinement,merge,False,4,5,0.12260000221431255,False
407,warden,407,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,9,10,0.3939000307582319,False
408,warden,408,magnitude::the_infra_budget::34,duplicate,duplicate,drop,False,5,5,0.18929998623207211,False
409,warden,409,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,10,11,0.30019995756447315,False
410,warden,410,ship_date::the_API_migration::0,contradiction,contradiction,blocked,True,8,8,0.22570003056898713,False
411,warden,411,magnitude::the_storage_quota::19,update,update,apply,False,2,3,3999.145000008866,True
412,warden,412,ship_date::the_partner_integration::6,refinement,refinement,merge,False,5,6,0.1811000402085483,False
413,warden,413,magnitude::the_marketing_spend::4,refinement,refinement,merge,False,5,6,0.16170000890269876,False
414,warden,414,ship_date::the_Q3_roadmap_review::36,update,update,apply,False,3,4,1423.900699999649,True
415,warden,415,ship_date::the_partner_integration::39,refinement,refinement,merge,False,5,6,0.3383000148460269,False
416,warden,416,status::the_offline_mode::38,refinement,duplicate,drop,False,1,1,0.18480001017451286,False
417,warden,417,magnitude::the_headcount_plan::16,refinement,duplicate,drop,True,3,3,0.15600002370774746,False
418,warden,418,status::the_dark_mode_rollout::29,duplicate,duplicate,drop,False,4,4,0.1430999836884439,False
419,warden,419,magnitude::the_headcount_plan::16,duplicate,duplicate,drop,False,3,3,0.09859999408945441,False
420,warden,420,magnitude::the_storage_quota::37,duplicate,duplicate,drop,False,5,5,0.08789997082203627,False
421,warden,421,magnitude::the_storage_quota::22,refinement,refinement,merge,False,6,7,0.11589995119720697,False
422,warden,422,magnitude::the_headcount_plan::16,refinement,refinement,merge,False,3,4,0.13890000991523266,False
423,warden,423,ship_date::the_partner_integration::15,contradiction,contradiction,blocked,True,4,4,0.11530000483617187,False
424,warden,424,status::the_offline_mode::38,contradiction,contradiction,blocked,True,1,1,0.1080999500118196,False
425,warden,425,status::the_dark_mode_rollout::20,refinement,refinement,merge,False,2,3,0.1650999765843153,False
426,warden,426,magnitude::the_budget::7,contradiction,contradiction,blocked,True,4,4,0.07889996049925685,False
427,warden,427,ship_date::the_onboarding_revamp::27,refinement,refinement,merge,False,11,12,0.21899997955188155,False
428,warden,428,ship_date::the_partner_integration::6,update,contradiction,blocked,False,6,6,0.12690003495663404,False
429,warden,429,magnitude::the_headcount_plan::28,update,contradiction,blocked,False,4,4,0.18169998656958342,False
430,warden,430,ship_date::the_API_migration::0,refinement,refinement,merge,False,8,9,0.22170000011101365,False
431,warden,431,magnitude::the_storage_quota::22,refinement,refinement,merge,False,7,8,0.23629999486729503,False
432,warden,432,ship_date::the_API_migration::0,update,update,apply,False,9,10,18965.921299997717,True
433,warden,433,magnitude::the_budget::1,duplicate,duplicate,drop,False,3,3,0.159099989105016,False
434,warden,434,ship_date::the_vendor_contract_renewal::18,contradiction,contradiction,blocked,True,2,2,0.17640000442042947,False
435,warden,435,ship_date::the_onboarding_revamp::3,contradiction,update,apply,True,2,3,1024.8185999807902,True
436,warden,436,ship_date::the_onboarding_revamp::27,update,update,apply,False,12,13,1256.6388999694027,True
437,warden,437,magnitude::the_headcount_plan::16,contradiction,contradiction,blocked,True,4,4,944.5443999720737,True
438,warden,438,ship_date::the_onboarding_revamp::3,duplicate,duplicate,drop,False,3,3,0.16229995526373386,False
439,warden,439,status::the_referral_program::11,duplicate,duplicate,drop,False,1,1,0.19829999655485153,False
440,warden,440,status::the_offline_mode::23,duplicate,duplicate,drop,False,2,2,0.109999964479357,False
441,warden,441,ship_date::the_partner_integration::39,contradiction,contradiction,blocked,True,6,6,0.11030002497136593,False
442,warden,442,ship_date::the_partner_integration::39,refinement,refinement,merge,False,6,7,0.12059998698532581,False
443,warden,443,ship_date::the_onboarding_revamp::3,update,contradiction,blocked,False,3,3,0.08999998681247234,False
444,warden,444,status::the_dark_mode_rollout::14,contradiction,duplicate,drop,True,2,2,0.1278999843634665,False
445,warden,445,magnitude::the_marketing_spend::4,duplicate,duplicate,drop,False,6,6,0.08150003850460052,False
446,warden,446,magnitude::the_marketing_spend::4,contradiction,contradiction,blocked,True,6,6,0.06930000381544232,False
447,warden,447,ship_date::the_beta_rollout::24,contradiction,contradiction,blocked,True,4,4,0.4456000169739127,False
448,warden,448,status::the_offline_mode::35,duplicate,duplicate,drop,False,1,1,0.1343999756500125,False
449,warden,449,ship_date::the_vendor_contract_renewal::18,update,contradiction,blocked,False,2,2,0.2825999981723726,False
450,warden,450,magnitude::the_headcount_plan::28,refinement,refinement,merge,False,4,5,0.25560002541169524,False
451,warden,451,magnitude::the_storage_quota::19,duplicate,duplicate,drop,False,3,3,0.12440001592040062,False
452,warden,452,magnitude::the_infra_budget::34,duplicate,duplicate,drop,False,5,5,0.06259995279833674,False
453,warden,453,magnitude::the_infra_budget::25,duplicate,duplicate,drop,False,2,2,0.05879998207092285,False
454,warden,454,magnitude::the_marketing_spend::4,update,contradiction,blocked,False,6,6,0.058100034948438406,False
455,warden,455,ship_date::the_data_migration::30,refinement,refinement,merge,False,4,5,0.1503999810665846,False
456,warden,456,ship_date::the_API_migration::0,update,update,apply,False,10,11,5968.21069996804,True
457,warden,457,ship_date::the_onboarding_revamp::27,update,update,apply,False,13,14,9247.31539998902,True
458,warden,458,ship_date::the_partner_integration::39,refinement,refinement,merge,False,7,8,0.2099000266753137,False
459,warden,459,ship_date::the_vendor_contract_renewal::18,refinement,contradiction,blocked,True,2,2,0.11490000179037452,False
460,warden,460,ship_date::the_beta_rollout::24,duplicate,duplicate,drop,False,4,4,0.05440000677481294,False
461,warden,461,magnitude::the_infra_budget::25,duplicate,duplicate,drop,False,2,2,0.05540001438930631,False
462,warden,462,ship_date::the_API_migration::0,contradiction,contradiction,blocked,True,11,11,0.08800002979114652,False
463,warden,463,status::the_dark_mode_rollout::5,refinement,refinement,merge,False,3,4,0.2452000044286251,False
464,warden,464,ship_date::the_onboarding_revamp::21,duplicate,duplicate,drop,False,6,6,0.1170000177808106,False
465,warden,465,magnitude::the_storage_quota::19,duplicate,duplicate,drop,False,3,3,0.09430001955479383,False
466,warden,466,magnitude::the_budget::7,refinement,refinement,merge,False,4,5,0.07800001185387373,False
467,warden,467,status::the_dark_mode_rollout::14,duplicate,contradiction,blocked,False,2,2,0.12320000678300858,False
468,warden,468,magnitude::the_storage_quota::22,refinement,refinement,merge,False,8,9,0.0782000133767724,False
